"","AFAP1","AFF4","AGAP1","AGO3","AGPS","AHDC1","AKAP11","ALPK2","AMOTL1","ANKH","ANKRD52","ARL10","ASCC3","BRCA2","BSN","BUB3","Blank.1","Blank.10","Blank.2","Blank.3","Blank.4","Blank.5","Blank.6","Blank.7","Blank.8","Blank.9","C14orf132","C17orf51","CBL","CBX5","CCDC113","CDYL2","CEMIP","CENPF","CEP250","CHST3","CKAP5","CNR2","COL5A1","CREBBP","CRTAP","DIEXF","DIP2B","DNAJC13","DOPEY1","DSEL","DYNC1H1","EGFR","FAF2","FAM184B","FAM208B","FASN","FBN1","FBN2","FYCO1","FZD4","FZD5","GPR107","GTF3C4","HEATR5B","HERC2","IGF2R","IL17RA","ITPR2","KIAA1147","KIAA1462","KIF13B","KLHL9","KPNA4","LMTK2","LRP1","LUZP1","MALAT1","MAN1A2","MCF2L","MED14","MYH10","NHSL2","NKTR","NOTCH2","NRIP1","PAPPA","PHIP","PIK3CA","PLXNA1","PLXNA2","POLQ","PRDM2","PRKCA","PRKDC","PROSER1","PRPF8","PRRC2B","PTPN14","RAB3B","RAD51D","RBM20","RNF152","RNF169","RP4.671O14.6","SAMD12","SCUBE3","SIPA1L3","SKP1","SLC35B4","SLC38A1","SLC5A3","SLC7A11","SLC9A2","SMARCA5","SMIM5","SOD2","SPTBN1","SRRM2","SSH1","STARD9","SULT1C2","THBS1","THSD4","TLN1","TMOD2","TNRC6A","TPR","TSPAN3","TSTD2","TTPAL","UBR2","UBR5","UMPS","USP24","USP34","USP8","USP9X","VPS13D","XDH","XKR5","YIPF4","ZBTB43","ZCCHC6","ZNF592"
"116.303865506701 x 286.754582647542",21,40,34,19,24,38,35,22,38,14,45,22,42,14,32,17,7,13,9,12,11,11,20,26,8,9,11,35,15,50,13,28,26,35,34,47,39,21,42,45,38,22,42,24,15,15,76,29,26,19,28,67,15,59,16,36,12,20,34,25,31,21,16,16,18,18,25,29,31,47,53,35,154,20,17,28,44,23,16,48,22,19,35,12,39,16,11,16,31,85,13,63,47,43,33,31,26,11,21,16,20,18,20,15,11,28,15,23,21,62,16,24,106,72,26,23,10,200,17,82,7,20,44,13,30,19,11,43,16,16,35,26,58,31,28,16,21,24,37,27
"114.123988394584 x 191.850606060606",10,5,13,1,5,15,8,8,21,1,15,4,13,9,11,14,4,4,2,2,2,4,4,3,2,6,10,19,11,24,8,17,5,20,13,12,22,11,9,21,8,5,13,5,2,7,27,16,9,3,7,28,7,25,2,9,5,10,11,7,17,5,9,4,7,10,13,10,13,6,10,6,50,15,5,23,22,4,10,15,8,1,4,5,14,1,7,15,10,64,9,37,21,10,5,7,6,5,18,6,7,7,6,3,6,16,2,9,8,27,9,9,27,44,12,8,4,7,2,42,4,6,13,4,6,9,3,20,3,10,15,10,25,14,10,4,3,6,12,18
"132.108069278819 x 235.716978989211",7,11,18,11,7,14,15,11,18,3,21,4,9,9,21,14,5,3,2,1,6,1,11,10,1,1,4,22,9,28,5,15,9,61,17,17,42,10,13,28,13,15,12,11,4,12,22,16,13,6,9,33,7,27,7,14,3,13,15,10,9,9,11,7,8,9,1,15,12,7,2,15,53,15,4,11,20,7,9,16,5,1,9,5,17,3,6,14,7,48,6,22,21,13,12,8,14,6,14,4,6,6,11,2,10,15,6,14,11,42,7,6,27,36,9,13,5,16,6,31,7,7,21,5,6,7,5,20,6,12,20,9,27,14,14,7,8,5,18,13
"130.535843214756 x 155.067114624506",21,11,9,8,5,23,13,15,22,5,16,3,9,3,15,12,1,5,4,6,5,3,12,8,3,3,7,9,9,30,6,11,8,18,6,14,11,7,10,21,9,12,14,6,4,2,20,10,9,7,11,28,3,25,2,14,7,10,11,6,22,9,4,11,10,8,7,10,8,7,7,16,60,10,5,7,18,3,9,14,9,5,8,4,13,4,7,9,10,52,4,27,16,19,10,9,11,4,10,1,8,2,3,5,4,10,3,15,3,36,9,15,28,30,12,6,2,23,15,28,4,7,14,2,8,5,1,20,7,5,14,11,17,3,9,5,7,6,16,6
"135.048089133089 x 116.752003052503",10,10,11,9,6,25,10,15,21,4,17,7,14,8,13,6,2,7,1,2,3,7,8,6,6,5,8,15,12,28,5,9,10,20,8,18,13,11,8,19,12,6,16,9,5,9,31,5,15,9,7,36,3,29,6,10,4,5,16,8,17,4,6,7,5,10,9,5,3,14,8,11,47,10,4,4,19,7,9,10,11,8,11,5,14,6,7,21,12,45,12,25,13,23,5,13,14,6,14,2,5,1,8,6,4,8,13,10,8,24,4,15,27,48,6,10,5,22,5,58,7,9,12,4,12,7,7,8,3,14,17,11,32,11,14,7,7,8,14,13
"146.719450980392 x 292.430388235294",14,15,16,11,19,17,9,14,33,3,18,16,14,16,17,19,8,6,4,6,12,7,8,11,10,5,9,16,19,28,10,14,4,52,17,31,37,13,14,39,13,7,32,7,8,15,44,13,29,11,14,31,11,57,9,18,8,11,29,13,29,17,9,6,9,18,12,13,12,21,17,27,52,24,5,29,33,5,12,21,7,15,15,8,26,10,14,21,28,82,15,55,34,25,17,16,9,10,15,13,15,9,19,4,6,10,10,16,13,41,10,15,52,59,19,9,6,33,6,62,13,12,24,12,13,10,14,11,5,13,33,6,51,13,9,9,10,13,21,27
"144.493073322933 x 196.70875975039",9,10,11,6,10,20,9,5,14,1,19,3,8,5,7,12,6,7,3,2,1,2,7,4,1,5,2,13,13,18,1,11,4,61,9,7,38,8,5,22,1,4,18,6,2,2,21,8,4,2,6,16,5,8,2,10,2,9,6,4,5,5,4,6,2,9,7,8,4,9,13,13,68,7,2,18,16,10,7,9,3,5,6,4,14,5,2,12,12,33,5,20,14,5,5,6,6,3,8,5,2,2,4,2,3,7,5,9,6,28,7,10,52,20,2,6,2,6,2,22,5,6,13,1,8,4,3,16,2,8,14,11,21,6,8,7,4,5,7,6
"156.349302158273 x 225.002021582733",6,10,10,6,8,10,9,8,26,4,19,3,8,9,8,9,5,3,0,4,0,1,6,4,3,0,1,12,5,20,4,13,4,27,13,12,21,9,8,20,7,9,14,4,4,4,26,5,4,2,7,19,6,12,5,9,2,14,7,9,4,8,6,4,6,5,8,7,6,14,8,10,57,10,7,11,14,8,5,9,7,6,12,3,9,4,4,7,13,44,10,27,26,17,6,9,6,1,10,4,5,3,4,4,3,9,5,16,7,32,8,12,34,48,12,4,7,18,9,33,2,11,14,2,11,9,4,15,4,5,18,0,15,11,4,6,7,5,15,10
"159.661111993646 x 159.409245432883",16,5,20,3,7,14,7,7,23,5,19,3,9,7,10,5,2,6,2,0,2,3,6,6,4,4,8,6,14,26,5,14,2,18,8,11,12,9,4,14,9,5,15,5,3,4,19,7,9,7,8,15,4,24,9,14,4,6,13,8,13,6,7,1,6,8,3,10,5,6,9,10,50,9,1,8,24,9,7,9,6,5,7,5,9,8,4,13,10,45,5,20,18,11,7,6,6,4,10,2,0,6,3,4,4,5,6,9,3,23,5,11,16,22,5,9,3,22,6,28,3,8,10,7,4,3,4,11,0,6,13,4,13,6,7,6,1,6,9,12
"170.644649681529 x 277.639226569609",4,6,8,5,9,14,6,11,15,1,7,2,7,5,6,11,1,2,1,2,2,4,5,4,1,5,6,1,6,12,1,8,6,18,14,11,15,6,3,11,5,2,7,3,3,3,16,4,9,5,5,14,3,39,4,9,4,6,11,9,8,4,3,3,3,8,7,9,8,7,11,4,56,7,1,7,15,2,9,11,7,4,6,11,10,2,6,7,13,25,7,19,10,10,5,11,7,3,11,2,7,3,6,6,5,14,8,6,4,26,5,11,16,24,4,7,4,9,6,22,4,9,12,1,3,9,2,8,3,8,13,5,9,4,6,5,8,3,4,8
"173.578978766431 x 187.424954499494",7,10,10,5,7,11,5,2,11,4,12,5,6,4,6,4,1,5,1,1,5,3,0,5,4,3,2,5,2,16,8,11,4,8,5,11,12,5,6,11,10,4,11,5,1,2,16,8,5,5,8,19,3,20,1,7,3,14,10,3,7,2,4,3,2,5,4,4,5,7,6,9,25,6,2,8,16,3,3,10,4,1,8,8,9,1,6,9,9,30,7,13,8,10,6,4,5,3,8,1,5,2,2,4,2,6,4,5,3,19,7,7,13,34,8,3,3,31,6,33,0,6,5,2,7,5,1,11,2,5,12,5,11,7,5,2,4,4,11,8
"168.773407043407 x 123.733071253071",12,5,20,8,9,16,5,7,12,5,15,2,8,8,5,9,9,4,1,7,1,0,4,7,1,3,10,9,10,19,1,4,1,13,9,18,10,5,11,19,6,3,14,9,7,6,17,9,9,7,6,26,4,17,4,13,10,9,9,8,13,5,9,1,7,11,10,10,3,5,8,11,39,8,5,8,13,8,9,9,9,6,10,4,10,6,8,9,8,28,7,19,10,15,9,7,7,3,5,5,5,3,5,4,4,11,4,9,4,15,8,13,25,29,5,8,4,10,1,23,4,9,14,3,4,7,1,6,3,4,18,6,16,9,4,5,3,4,12,7
"176.519392678869 x 242.857171381032",5,12,20,2,5,11,7,8,20,5,8,3,7,8,13,6,3,1,1,7,5,1,9,2,2,1,4,10,6,16,7,5,4,42,14,19,21,6,6,17,3,5,10,6,4,4,12,3,11,2,5,26,6,21,4,6,3,6,8,3,5,2,1,4,5,5,3,4,2,8,10,10,70,8,1,13,17,3,6,9,8,3,8,5,8,5,7,10,4,41,8,15,13,12,7,10,5,2,16,7,2,5,3,3,4,9,3,8,5,17,9,3,19,30,4,5,3,14,6,24,6,5,13,6,3,8,3,6,2,8,17,4,15,7,4,6,6,6,13,11
"199.418223728814 x 173.983911864407",15,15,16,12,4,18,4,2,19,7,20,2,10,4,12,10,2,3,4,5,4,8,7,7,3,8,9,8,5,23,5,5,6,25,9,20,9,13,13,11,11,11,24,10,4,7,16,7,10,6,8,18,10,20,6,14,7,6,13,9,16,4,7,2,5,6,10,3,15,12,6,12,52,8,6,12,26,12,13,12,8,8,5,4,12,4,3,8,11,43,9,32,11,14,9,3,16,8,7,3,5,5,7,4,3,9,7,11,4,15,8,14,31,39,10,6,8,38,6,33,0,11,12,3,4,5,2,12,4,7,20,9,15,10,11,5,2,3,8,13
"194.464198152813 x 141.280218303946",21,8,13,3,5,11,6,2,15,4,5,5,10,6,6,5,10,5,1,2,5,4,8,3,5,6,14,10,7,22,4,5,1,8,5,9,11,5,8,21,12,12,8,5,6,7,17,7,5,0,6,12,4,8,2,15,5,6,8,4,14,6,6,6,9,8,12,4,5,14,8,8,62,9,2,8,17,2,10,7,8,5,9,7,11,2,6,15,13,28,9,19,14,11,2,10,4,8,5,7,4,4,3,4,1,9,4,6,6,11,2,9,15,22,8,8,4,26,3,26,4,8,13,7,7,11,4,6,5,5,21,5,13,4,10,5,6,5,7,7
"6.74318380562248 x -25.8282851048193",6,23,23,17,20,30,17,14,39,10,26,12,17,10,16,13,4,3,6,6,3,5,12,13,4,3,17,16,24,17,11,16,13,31,13,19,30,15,31,34,14,12,19,7,3,7,18,14,18,11,13,25,8,27,7,18,9,15,24,6,36,16,18,8,19,9,8,11,11,16,21,24,250,13,7,17,25,10,15,24,22,7,12,13,24,7,10,33,25,53,10,43,22,8,9,16,8,4,15,13,12,8,5,2,6,28,14,6,7,30,15,7,40,45,9,15,12,61,10,48,4,15,18,9,10,10,5,21,10,18,26,11,44,12,7,13,12,5,15,19
"5.29883835102041 x 22.7694842176871",5,3,3,8,5,4,4,1,13,1,11,2,7,5,0,4,3,3,0,1,3,1,3,2,1,1,0,6,4,6,3,6,2,8,7,10,9,5,7,9,1,2,8,2,3,1,14,7,4,2,8,12,2,5,0,8,3,4,7,4,7,2,5,1,3,4,5,7,8,3,3,3,51,6,1,2,4,4,2,6,4,5,2,1,8,1,7,20,7,20,3,12,7,8,2,6,5,3,9,4,2,4,1,2,2,5,6,2,0,6,3,7,10,28,0,6,2,5,2,13,1,3,4,1,2,3,3,11,5,7,9,3,6,10,6,1,0,5,8,7
"28.4637466968326 x 43.2569904977377",13,20,12,10,19,17,13,13,23,6,28,4,6,13,8,18,3,5,6,6,6,2,2,2,6,9,15,17,19,27,7,20,8,27,17,25,25,19,41,37,13,6,22,12,4,12,24,5,18,2,13,25,10,42,6,20,8,14,22,9,24,15,11,9,6,11,21,10,8,16,20,18,132,9,8,20,16,9,15,23,8,7,13,5,18,8,6,13,19,57,14,34,28,18,9,12,9,7,12,4,8,5,13,8,9,13,10,26,7,29,4,12,38,44,14,14,5,32,9,59,11,23,14,10,13,10,11,18,9,18,16,6,30,11,11,11,18,10,14,24
"26.4821006124235 x 81.1129265091863",6,10,3,6,7,13,6,3,12,5,13,3,13,1,8,8,2,3,5,6,6,1,8,2,3,0,3,7,12,10,6,14,3,2,7,5,7,9,14,14,6,10,9,7,7,1,16,4,3,7,6,12,9,22,6,11,3,14,11,8,8,9,1,6,6,5,10,8,4,11,14,6,84,12,1,5,10,2,3,10,4,8,7,7,6,3,5,9,17,22,4,12,15,10,13,4,7,6,13,6,5,5,5,8,9,9,3,6,3,13,19,9,17,15,8,6,6,6,5,22,5,3,5,3,7,7,3,15,3,8,15,2,12,2,8,4,9,3,14,5
"30.7087871287129 x -14.2690037128713",3,1,5,0,3,4,1,5,7,0,3,3,2,2,1,7,2,1,2,0,0,2,1,1,0,0,3,1,1,8,2,4,3,1,4,1,3,5,13,4,3,0,5,1,2,2,6,2,3,2,2,7,2,3,0,0,2,3,0,2,2,10,1,1,3,2,1,0,6,1,3,2,37,1,0,1,4,2,3,1,2,2,2,1,6,0,2,1,4,5,0,4,6,3,2,4,0,1,12,0,1,2,2,1,1,1,3,2,0,6,5,2,10,11,1,2,3,0,1,9,2,2,5,2,2,1,2,5,2,4,3,2,4,5,1,1,1,0,2,1
"37.0994639953542 x -57.3373095238095",4,13,22,9,16,13,8,2,19,3,15,8,10,6,6,7,4,5,0,4,5,2,7,5,5,4,6,8,11,22,5,9,5,51,6,18,24,9,16,26,7,5,14,3,9,7,20,14,13,6,11,27,6,26,8,3,9,11,16,11,11,5,6,6,6,17,16,9,8,11,14,12,80,8,1,14,19,10,7,12,11,4,12,7,9,4,9,13,25,34,8,30,18,15,3,7,4,9,8,2,4,4,8,3,5,22,8,6,6,28,9,9,48,49,6,5,6,89,6,37,4,9,15,5,4,11,11,21,9,8,18,2,34,9,9,7,5,5,13,17
"30.0505459149224 x 7.90673799392303",8,7,11,7,12,21,9,7,26,1,26,5,7,8,13,10,4,6,5,3,4,2,6,3,0,5,5,7,12,36,6,9,2,40,8,19,21,6,16,16,14,9,14,8,4,3,17,4,8,5,5,26,5,25,10,6,3,16,6,5,16,7,9,4,6,2,11,4,2,9,10,10,75,11,3,15,15,4,13,15,6,11,9,5,13,6,7,16,11,43,8,21,12,12,5,7,13,6,8,1,6,4,5,5,4,14,3,7,3,19,4,3,32,39,7,8,8,24,5,41,1,7,11,3,8,13,2,15,2,7,16,4,15,12,7,10,6,3,11,14
"57.2200319148936 x -14.9142865631206",9,14,12,6,8,13,9,7,18,5,15,6,6,2,2,11,6,5,2,1,3,4,6,3,7,1,6,6,6,14,5,6,4,47,16,3,21,15,35,20,11,6,18,6,4,6,30,5,5,5,8,16,9,22,5,10,5,17,8,2,17,10,6,3,5,9,11,7,7,7,13,8,85,10,4,8,23,5,7,16,6,3,2,8,13,6,5,7,9,26,1,23,20,9,4,5,5,7,9,1,2,3,2,6,6,8,10,6,5,13,7,3,39,28,6,4,1,6,3,36,2,10,18,4,11,12,3,18,5,11,16,1,30,13,10,4,9,6,11,9
"68.1817285803627 x -32.2466322701689",7,19,11,5,9,19,11,2,22,8,20,2,9,6,4,8,5,5,3,2,0,1,3,5,4,3,14,14,15,21,6,15,10,12,9,11,22,12,32,21,7,6,19,8,2,6,17,4,6,5,9,24,6,14,8,12,4,12,14,7,21,11,9,10,9,8,3,9,10,4,23,8,208,8,4,8,19,9,4,13,7,6,8,10,15,4,7,15,9,27,5,15,12,15,8,11,7,3,11,4,2,7,9,4,4,8,34,4,5,11,10,9,24,29,7,7,4,5,9,37,2,7,9,6,11,5,6,18,1,7,19,5,15,6,5,7,13,10,12,12
"55.5974033512866 x -91.8498090963496",12,20,16,10,15,22,11,5,41,5,16,11,8,6,4,11,2,3,2,1,6,4,4,5,5,4,4,7,24,15,2,16,9,12,10,26,12,8,16,22,7,11,21,12,4,11,36,12,7,5,7,30,2,23,10,15,3,9,19,11,8,7,8,2,8,13,10,8,9,10,10,11,114,19,4,7,14,7,14,8,12,5,17,11,7,11,6,15,20,27,4,26,21,16,7,4,4,0,15,10,2,5,7,3,9,13,9,10,4,16,7,7,39,30,8,6,4,15,7,35,3,7,16,7,7,23,8,20,6,13,15,8,31,10,6,8,4,2,14,11
"61.7606780936456 x 29.237643812709",5,9,11,5,7,14,9,5,11,4,19,7,16,6,5,6,3,2,3,1,3,2,5,7,2,1,6,8,10,20,5,6,11,16,11,12,16,7,12,19,7,5,17,5,0,5,14,8,11,4,10,20,3,23,3,5,3,7,5,4,10,4,6,5,6,5,10,5,3,12,7,10,54,6,2,9,14,4,9,16,3,7,15,5,10,3,6,8,8,37,6,23,13,13,6,4,9,9,12,1,7,3,3,1,5,7,5,10,4,19,3,4,30,34,8,5,2,7,4,27,3,4,10,3,4,7,4,7,3,10,10,2,16,3,7,5,7,5,7,10
"61.771945624469 x 76.7865960067971",27,15,12,11,10,23,29,10,26,6,25,9,15,9,16,16,5,6,4,5,7,11,7,6,4,6,14,29,11,22,4,12,11,43,12,26,24,16,22,34,13,16,23,13,9,8,33,15,13,4,17,34,11,41,3,20,6,9,17,13,33,21,8,7,12,16,16,12,11,20,9,8,70,14,4,21,26,4,13,21,11,12,21,14,17,8,8,20,23,62,10,48,39,22,15,15,10,14,20,7,12,8,11,12,10,21,7,26,8,31,8,23,59,69,12,9,7,13,6,42,5,14,20,17,13,10,12,30,11,16,28,11,34,5,11,11,12,12,12,16
"73.592730941704 x -53.3422541106128",7,8,8,2,3,11,2,4,10,3,4,2,1,0,1,0,0,3,1,5,3,8,4,3,1,3,6,4,1,7,3,4,2,4,7,6,2,6,26,8,5,1,5,8,4,3,8,3,3,1,5,5,0,6,0,3,2,7,10,4,9,2,1,2,1,1,2,0,3,3,11,8,82,4,1,8,5,0,6,2,3,3,2,2,2,1,4,7,4,10,5,4,6,4,0,5,2,2,3,2,1,3,2,1,1,4,14,3,1,6,2,3,15,15,3,2,0,2,1,6,1,9,8,3,2,3,1,8,4,2,5,2,12,6,6,5,6,2,5,6
"74.077939884393 x -79.1550393063586",6,8,7,2,2,5,6,8,16,2,10,9,8,0,1,4,2,0,1,0,2,6,6,2,1,1,1,8,7,2,3,9,4,9,7,8,17,3,8,15,4,4,6,6,3,1,12,5,6,3,2,14,5,10,5,9,5,9,7,4,10,3,7,3,4,1,2,3,2,3,9,5,78,5,1,6,9,5,9,9,3,5,1,5,8,3,1,2,12,13,3,16,17,15,4,8,6,4,4,0,0,2,2,4,2,2,0,7,1,13,1,4,12,24,5,4,1,8,4,22,3,4,8,3,6,8,4,11,3,4,6,2,12,3,9,2,3,4,5,7
"108.65409659864 x -78.8513768707485",10,28,17,9,13,36,17,12,39,15,28,11,11,8,9,14,4,5,12,6,7,5,18,7,3,13,19,21,25,26,6,15,8,44,14,33,37,16,44,27,19,18,18,14,8,12,54,10,10,7,16,41,9,41,11,19,14,30,29,9,25,24,17,25,8,17,19,25,15,25,42,20,214,13,8,23,24,6,18,24,23,5,15,17,24,7,7,20,22,51,22,48,35,19,14,10,13,10,17,13,7,9,9,10,8,16,15,12,2,29,9,6,64,76,13,19,13,106,8,66,11,12,30,10,25,23,7,22,8,21,27,9,45,22,15,12,15,11,25,28
"94.6582715105162 x -42.776395793499",5,5,2,4,2,5,3,2,7,3,2,0,4,1,3,4,2,1,3,1,1,3,3,1,3,0,3,5,4,2,2,0,2,1,4,2,5,5,12,7,3,0,5,5,0,1,6,1,4,2,6,6,2,5,2,1,2,7,3,1,5,2,4,2,4,0,1,2,0,3,1,2,69,5,0,2,4,1,3,4,4,3,3,3,5,1,1,9,4,8,2,7,8,4,1,2,1,0,6,3,1,1,1,1,1,1,8,2,1,1,5,3,10,9,0,5,1,5,3,14,3,4,4,4,6,3,3,8,0,6,6,2,6,1,2,2,10,0,3,2
"93.8748304885227 x 53.4881277221895",13,14,11,11,6,17,8,4,20,6,12,7,18,11,9,13,4,6,6,3,5,6,9,8,5,6,6,12,15,23,3,11,4,29,12,29,20,10,5,20,14,9,16,6,4,2,22,10,9,11,12,25,7,18,2,14,10,10,7,10,20,9,9,7,7,10,11,8,5,21,4,12,51,9,7,10,23,6,8,21,6,9,17,6,19,4,9,25,16,45,5,26,13,15,7,8,8,15,12,4,9,6,8,2,7,16,10,14,6,23,6,13,50,29,15,6,6,23,5,45,3,13,15,4,8,11,5,17,6,13,11,6,32,8,17,8,3,8,13,17
"108.827488602151 x 97.6875096774193",23,8,23,7,15,16,17,15,28,5,22,6,18,12,15,14,2,1,4,8,3,10,13,6,3,6,10,18,12,42,11,8,7,43,16,22,24,11,20,32,13,13,34,16,11,6,29,13,10,6,15,23,12,30,10,22,18,13,21,13,31,13,13,8,17,16,17,19,7,20,14,16,86,13,9,11,29,10,13,22,9,9,8,6,19,6,15,22,10,75,22,36,17,16,9,13,8,9,17,3,6,5,9,14,9,16,22,30,5,27,9,15,79,40,14,8,6,63,10,44,4,17,24,9,15,8,2,20,9,16,24,5,30,15,6,12,13,11,10,27
"121.626702508961 x -39.8939235364397",5,8,7,2,3,16,7,1,10,5,8,2,6,4,7,2,3,5,1,4,2,4,1,1,2,2,5,4,11,7,1,2,2,3,6,9,8,2,8,15,12,3,8,8,1,2,9,4,4,4,5,8,2,8,4,6,4,3,4,5,4,6,8,5,1,3,5,5,7,7,10,8,75,3,1,5,6,3,6,5,4,4,1,2,8,4,2,9,5,14,5,11,10,7,4,4,3,4,9,4,3,1,2,3,1,3,12,4,2,7,6,1,30,24,3,3,0,21,7,14,4,1,7,2,7,6,2,5,5,7,10,1,6,5,2,9,6,4,4,5
"121.390765199161 x 51.0940870020964",6,11,7,1,3,16,8,6,23,4,6,3,7,2,1,3,1,4,5,3,0,1,3,3,3,1,4,4,11,18,1,9,4,12,4,5,11,6,5,17,4,3,4,5,3,1,7,3,4,3,1,20,6,26,0,12,2,8,4,5,18,5,2,2,7,3,7,4,5,6,9,7,51,6,1,4,26,1,10,5,2,4,8,9,13,1,4,8,2,27,2,18,6,1,4,4,5,2,8,1,4,6,6,2,3,7,3,7,2,9,6,1,27,21,3,7,2,10,6,22,6,3,10,1,3,8,2,10,3,8,9,4,11,9,8,8,6,4,8,8
"130.628625954199 x 75.8730848176421",5,5,6,2,6,14,8,14,12,3,20,4,7,3,5,4,5,2,2,2,1,1,4,3,3,2,6,9,9,12,3,9,5,6,11,13,8,5,12,17,6,3,17,6,2,2,27,4,10,3,7,15,5,13,6,8,4,4,9,7,13,4,1,5,4,11,12,3,3,7,9,13,55,4,4,11,14,13,6,18,9,5,6,3,11,10,5,9,11,28,7,15,19,11,7,6,8,6,5,5,3,6,4,5,7,8,3,8,2,13,6,5,21,32,7,8,4,19,0,33,2,5,13,8,10,5,9,10,4,12,20,7,15,9,4,7,6,6,3,8
"132.388929765886 x -56.847795986622",12,2,7,3,12,9,6,6,19,4,8,3,5,1,6,5,3,3,2,2,5,5,9,2,1,3,2,7,7,12,5,2,1,9,8,8,8,6,11,8,5,5,15,6,4,2,19,9,8,2,4,8,6,11,3,2,4,6,3,5,8,3,4,15,6,5,2,1,6,5,8,7,80,5,0,3,13,4,3,3,2,4,3,2,6,0,3,9,1,14,3,11,6,5,7,4,2,3,6,1,1,4,4,0,4,8,1,5,2,11,5,6,19,16,7,9,1,15,5,16,3,11,6,5,6,2,5,10,1,5,8,4,18,2,8,2,3,4,7,11
"134.699446407538 x -9.87483336513545",1,8,15,3,3,12,5,3,7,3,7,3,12,3,7,4,2,4,3,2,1,3,9,3,2,2,2,4,11,6,3,5,5,4,4,7,3,3,8,6,2,2,8,2,2,1,13,0,3,4,3,24,3,13,4,7,3,8,9,7,4,4,6,3,1,5,3,2,7,3,3,7,70,7,2,7,8,5,6,7,2,3,4,3,3,2,2,7,8,11,6,17,27,12,3,4,3,1,5,4,4,2,5,1,4,7,4,6,4,7,4,7,19,14,4,5,1,8,3,16,1,8,5,8,6,7,4,5,7,4,11,2,12,7,5,4,3,4,9,9
"154.754065573771 x -9.70521153114755",5,6,5,3,4,9,4,0,4,3,6,1,4,2,2,3,0,4,1,3,0,2,3,3,3,3,1,3,3,7,1,3,1,3,5,3,9,2,6,9,6,1,8,3,1,2,13,1,2,4,2,5,1,7,3,6,4,3,6,1,4,4,3,3,4,5,5,1,2,2,6,8,59,4,0,5,4,3,1,3,4,4,0,3,4,4,4,10,5,9,5,10,7,5,5,3,2,2,5,1,5,3,1,1,4,5,4,4,2,5,5,3,17,12,4,4,4,5,4,5,2,4,5,2,5,4,2,3,1,1,11,3,8,5,1,3,3,2,7,5
"159.316212121212 x 15.0559135700758",4,11,9,4,5,7,7,5,19,10,11,3,9,4,8,5,2,7,2,2,4,5,7,2,4,2,2,6,10,12,2,10,5,16,5,10,18,5,10,8,7,1,9,4,3,8,18,6,4,6,7,15,7,18,4,6,8,4,6,10,15,4,2,1,3,5,7,7,3,5,9,8,59,9,1,5,15,6,9,7,4,6,6,2,5,2,4,11,10,33,7,11,7,9,5,4,1,3,6,4,2,2,5,6,2,6,4,9,5,16,6,6,30,23,6,7,1,9,2,23,2,13,9,4,6,4,7,18,5,5,10,5,10,3,5,3,7,1,12,9
"160.600136342266 x 95.5009275975553",18,16,18,6,14,26,7,12,33,9,19,13,12,3,15,13,3,8,5,8,2,7,9,6,5,8,11,17,12,42,8,9,8,25,16,23,14,13,10,23,18,13,21,9,6,15,32,13,16,10,14,52,7,47,11,13,14,11,19,10,17,18,9,4,7,8,12,17,10,15,11,12,84,9,4,11,22,14,16,18,11,12,7,10,22,5,12,16,17,49,15,44,20,19,13,7,6,11,17,5,17,9,7,5,8,13,8,13,8,25,8,12,29,57,19,17,5,30,8,43,10,10,23,8,13,15,14,10,14,10,25,6,32,15,13,10,3,8,14,20
"156.585490605428 x 56.0123235908143",17,13,15,5,7,12,6,5,21,3,15,3,4,6,10,3,2,8,4,3,1,7,5,8,4,6,9,7,11,21,5,10,6,16,7,18,15,3,11,16,12,4,10,4,4,3,25,4,13,2,8,24,2,18,6,15,10,11,11,6,19,10,3,3,6,5,7,4,8,8,8,11,55,11,2,15,25,6,11,11,12,4,7,4,9,3,10,18,16,49,10,30,13,13,9,13,6,11,11,2,7,2,3,6,6,3,10,4,6,16,9,15,28,42,8,8,9,13,3,42,5,11,18,5,10,4,4,14,1,10,16,7,18,12,7,10,5,4,12,6
"153.610684410646 x -40.3679961977186",4,6,9,2,4,20,5,3,5,5,8,2,9,3,7,9,3,1,6,1,1,2,4,4,2,4,7,5,6,14,4,3,6,3,0,15,5,6,15,11,3,3,5,2,0,1,13,3,3,3,2,5,2,12,3,3,1,2,11,4,11,6,7,4,6,4,10,5,3,5,12,9,27,7,2,6,3,3,6,3,12,1,3,4,2,1,3,8,5,13,5,13,7,6,5,10,4,2,10,2,3,4,2,0,1,2,4,2,3,12,5,7,20,20,6,5,1,1,4,13,0,9,6,4,6,4,2,8,5,5,6,5,8,3,7,4,9,5,9,4
"178.298434782609 x -64.4585362318841",10,20,25,12,11,36,23,15,20,7,19,11,8,15,9,8,7,11,6,9,5,9,6,7,5,10,14,17,14,20,4,14,14,11,12,22,15,6,25,38,15,5,29,8,6,11,37,12,16,12,7,32,6,31,8,21,7,15,16,7,15,7,11,4,10,11,11,5,7,12,16,22,133,13,7,14,22,9,9,12,14,5,15,7,16,9,8,18,29,38,13,23,18,16,10,19,12,6,19,7,3,5,6,4,5,11,15,11,7,24,11,16,61,33,12,11,4,21,11,38,13,11,19,9,6,26,13,14,9,3,20,4,25,9,8,7,9,5,21,27
